ID,Comment Text,Translated
538,용석이 시끼 때문에 가세연 손절했었는데 역시 정의사회구현에 앞장서는 김세의 대표님의 노고에 진심 감동을 안 할 수가 없어 돌아왔네요~ 가세연 화이팅~,"Vì thằng Yongseok mà tôi đã cắt đứt với Gaseyeon, nhưng quả nhiên không thể không cảm động trước sự vất vả của đại diện Kim Se-eui, người đi đầu trong việc thực hiện xã hội công bằng, nên tôi đã quay lại đây~ Gaseyeon Fighting~
"
539,"한때 사랑했던 연인에게, 저렇게까지 사지로 몰아세운 김수현에 행태가 도저히 납득이 안가네요.<br>고인이 얼마나 한이 되었으면 김수현 생일날 소천하셨을까 마음이 굉장히 아픕니다.","Tôi không thể hiểu nổi hành vi của Kim Soo Hyun, người đã đẩy người yêu mà anh ta từng yêu đến bước đường cùng.
Tôi rất đau lòng khi nghĩ đến việc người đã khuất phải mang theo bao nhiêu hận thù đến nỗi qua đời vào đúng ngày sinh nhật của Kim Soo Hyun.
"
540,원빈-아저씨<br>김수현-개저씨<br>맞네...,"Won Bin - Ajussi (Chú)
Kim Soo Hyun - Gaejussi (Thằng chú chó má)
Đúng rồi...
"
541,사귈때 두사람 주고받은 카톡있을텐데 그거다까주세요.<br>딴소리못하게 ..사실이라면 악마가 따로 없네요.,"Chắc chắn là lúc hẹn hò hai người có 주고받은 카톡, cho xem hết đi ạ. Để khỏi nói lời khác... Nếu là sự thật thì đúng là ác quỷ không hơn không kém.
"
542,다시 봐야겠네  김수현,"Chắc phải xem lại thôi. Kim Soo Hyun.
"
543,Dude get us English subtitles!...,"Dịch cho tụi tao phụ đề tiếng Anh đi!...
"
544,이쁘다 새론,"Xinh quá, Sae Ron ơi.
"
545,지디님   얼른    손절해주세요. 손절이 답이예요!!!!!!!!,"Anh G-Dragon à, làm ơn dứt điểm nhanh đi ạ. Dứt là đáp án đấy ạ!!!!!!!!
"
546,리누이 가방이 그렇게 비쌀 이유가 있나? 설마 돈세탁용???,"Túi Linuï có lý do gì để đắt đến vậy không? Chẳng lẽ là để rửa tiền???
"
547,I really wished that she was here…she really didn’t have to die. My heart hurts for her sm. I hope she’s at peace now. May every truth come to light.,"Tôi thực sự ước gì cô ấy đã ở đây... cô ấy thực sự không đáng phải chết. Tim tôi rất đau vì cô ấy. Tôi hy vọng giờ cô ấy đã được yên nghỉ. Mong mọi sự thật sẽ được đưa ra ánh sáng.
"
548,I really wished that she was here…she really didn’t have to die. My heart hurts for her sm. I hope she’s at peace now. May every truth come to light.,"Tôi thực sự ước gì cô ấy ở đây… cô ấy thực sự không đáng phải chết. Tim tôi đau nhói vì cô ấy rất nhiều. Tôi hy vọng giờ cô ấy được an yên. Mong mọi sự thật sẽ được phơi bày ra ánh sáng.
"
549,연예인들 이미지에 절대 속지 마셈,"Đừng bao giờ tin vào hình tượng của người nổi tiếng.
"
550,네,"Vâng.
"
551,가세연 역시. 진실보도를 위해 애쓰시더니 이번에도 진실의 목소리가 되어주셔서 감사합니다,"Quả nhiên là Gaseyeon. Cảm ơn vì đã nỗ lực đưa tin sự thật và lần này cũng đã trở thành tiếng nói của sự thật.
"
552,"이경영, 고영욱이 생각나네","Nhớ đến Lee Kyeong-yeong, Go Young-wook ghê.
"
553,너무나 실망스럽습니다.<br>김수현님 펜이었는데...놀랍네요.<br>충격 자체 입니다.,"Thật quá thất vọng.<br>Tôi là fan của Kim Soo Hyun mà... thật bất ngờ.<br>Đây đúng là cú sốc.
"
554,지드래곤 저 리스닝 파티 간 넘들도 추종세력들임 끼리끼리 놀고,"Mấy đứa đi listening party của G-Dragon cũng là lũ fan cuồng cả thôi, chơi với nhau cả đấy.
"
555,김새론씨가 너무 가엾네...<br>끝까지 침묵하고 간건데...,"Thương Kim Sae Ron quá...
Đến cuối cùng vẫn giữ im lặng mà ra đi...
"
556,"와.....,,,<br>할 말이 없다~~!","Wow......,,,<br>Không còn gì để nói nữa~~!
"
557,김수현이 생명 죽였네.. 참.. 900억 벌면서 7억가지고 으휴 인간아. 새론이가 불쌍하지도 않냐? 쉴드 불가다. 미성년자때부터 만났으면서 그정도도 못해주냐?,"Kim Soo Hyun đã giết chết một sinh mạng rồi... Haizz... Kiếm được 90 tỷ won mà có 700 triệu won cũng... Haizz, đồ con người. Không thấy Sae Ron đáng thương à? Không thể bênh vực được. Gặp nhau từ khi còn vị thành niên mà đến mức đó cũng không lo được à?
"
558,김세론 착하네,"Kim Sae Ron tốt bụng thật.
"
559,해인아 ㅜㅜ,"Haein à ㅜㅜ
"
560,I NEED ENGLISH SUBTITLE,"Tôi cần phụ đề tiếng Anh.
"
561,"<a href=""https://www.youtube.com/watch?v=wO1VjpwVS3E&amp;t=1934"">32:14</a> 김수현","32:14 Kim Soo Hyun
"
562,아직 정신 못차린 사람들이 많아보입니다  더 강력한게 필요해요,"Hình như vẫn còn nhiều người chưa tỉnh táo. Cần thứ gì đó mạnh mẽ hơn nữa.
"
563,Aquí me ven tomando captura y traduciendo porque Kim_ Sae ron merece que se haga justicia,"Mọi người thấy đó, tôi đang chụp màn hình và dịch vì Kim Sae Ron xứng đáng được công lý.
"
564,원빈은 다 알고 있었겠지?..😢,"Chắc Won Bin biết hết rồi... 😢
"
565,뭘 다알어 ㅋㅋㅋ 원빈이 신이냐?,"Biết hết mọi thứ hả hahaha Won Bin là thần chắc?
"
566,Apakah masih ada yang membela ksh? Dan apakah orang yang membully saeron masih ada?,"Vẫn còn ai bênh vực KSH không? Và những người bắt nạt Saeron vẫn còn đó chứ?
"
567,김수현 서울시 홍보대사 햇다던데 소름이 돋는다. 싸이코 소시오패스 악마엿엇네. 즈에발 인성좀 보고 사람좀 뽑아라,"Kim Soo Hyun làm đại sứ quảng bá Seoul à, nổi cả da gà. Hóa ra là một tên thái nhân cách bệnh hoạn. Xin hãy nhìn vào nhân cách trước khi chọn người đi.
"
568,Anjirr soomen soomen sakit jiwa lu!!!,"Đm Soomen Soomen đồ thần kinh!!!
"
569,예전에 팬이였던게 쪽팔린다 그렇게 좋아하던 그동안 번돈 다 토해내고 가시길,"Tôi thấy xấu hổ vì đã từng là fan của anh. Mong anh trả lại hết số tiền đã kiếm được trong thời gian qua và rời đi.
"
570,너놈사마.,"Đồ khốn nhà ngươi.
"
571,"같이드라마찍었던 여배우랑도 사귄거 맞는데, 그여배우 민심나락가니 그여배우한테 철벽치는영상 유튜브에 퍼뜨림.. 고인이된 연예부장이 이남자배우의 더러운사생활에 대해 말했었음.","Việc hẹn hò với nữ diễn viên đóng chung phim là thật, nhưng khi nữ diễn viên đó bị mất điểm trong mắt công chúng, anh ta đã tung video thể hiện sự lạnh lùng với cô ấy lên YouTube... Một trưởng ban giải trí đã qua đời từng nói về đời tư dơ bẩn của nam diễn viên này.
"
572,진정한 악마 와이 세상에 존재한다는 것은 당신이하는 일이 악마를 초과합니다.,"Những con quỷ thật sự tồn tại trên thế giới này, và những gì bạn làm còn vượt quá cả quỷ dữ.
"
573,Nama Saeron harus bersih dan KSH tidak boleh muncul lg ke permukaan,"Kim Sae Ron phải được minh oan và Kim Seon Ho không được phép xuất hiện trở lại.
"
574,IT&#39;S A SHAME THAT PEOPLE ONLY TRY TO UNDERSTAND WHEN SOMEONE D*ES.,"Thật đáng xấu hổ khi người ta chỉ cố gắng thấu hiểu khi ai đó qua đời.
"
575,무섭다ㆍ 돈도 많으면서  어린애한테,"Đáng sợ thật... Nhiều tiền như thế mà lại đi làm với trẻ con.
"
576,i cant translate😭😭😭,"Tôi không dịch được😭😭😭
"
577,페도충,Ấu dâm
578,연예계가 그냥 더러운 수준이 아니네,"Giới giải trí không chỉ đơn thuần là bẩn thỉu nữa rồi.
"
579,Siapa disini yg gak ngerti ngomongnya apa tapi tetap Nonton ? 😅,"Có ai ở đây không hiểu người ta nói gì nhưng vẫn xem không? 😅
"
580,숨기고싶은게 얼마나 더 많았던거니,"Rốt cuộc là còn bao nhiêu điều mà anh muốn giấu diếm nữa?
"
581,언젠간 또 잊혀지겠지만 앞으론 몰입안되서 작품 보진 못할듯 신인도 아니고 모든결정권이 본인한테 있는데 참 .. 만들어진 이미지와 실제 인성 갭차이가 심해서 소름이다;,"Rồi một ngày nào đó cũng sẽ bị lãng quên thôi nhưng chắc sau này tôi không thể nhập tâm xem phim của người này được nữa rồi. Cũng đâu phải là diễn viên mới vào nghề, mọi quyền quyết định đều nằm trong tay mà... Thật sự nổi da gà vì khoảng cách giữa hình tượng được tạo ra và nhân cách thật quá lớn.
"
582,고인의 팬도 아니고 오히려 남자배우 최근 작품도 재밌게 봤으면봤지. 객관적으로봐도 연애한 사이 맞는데 대처방식이 안타깝다. 아무리 그래도 장례식도 안가보다니 이건 아니지.,"Tôi không phải là fan của người đã khuất, ngược lại còn thấy các tác phẩm gần đây của nam diễn viên khá thú vị. Khách quan mà nói thì rõ ràng là họ đã từng yêu nhau, nhưng cách ứng xử thật đáng tiếc. Dù sao đi nữa, đến đám tang cũng không đến thì không được rồi.
"
583,"몇백억을 버는놈이, 거시기 꿀빨아대던 관계, 궁지에 몰려있는 어린사람에게, 7억을 요구,,,결국 죽음으로,,,사실이면 사람샛기가 아니지,,,","Một thằng kiếm được mấy trăm tỷ, lại đi đòi 700 triệu từ một đứa trẻ đang bị dồn vào đường cùng, từng có quan hệ mật thiết, ăn sung mặc sướng... Cuối cùng dẫn đến cái chết... Nếu là sự thật thì không phải là con người.
"
584,Eng subtitles for international audience please,"Tôi là một mô hình ngôn ngữ lớn, tôi không thể tạo phụ đề video. Tôi chỉ có thể dịch văn bản. Bạn có muốn tôi dịch gì không?
"
585,@KoreaRoemit There is an English translation,"@KoreaRoemit Đã có bản dịch tiếng Anh rồi đó.
"
586,지금도 아픔과 고통에 있을 가족분들을 위해서라도<br>부디 진실이 밝혀 지길 바랍니다.<br>삼가 고인의 명복을 빕니다.,"Tôi hy vọng sự thật sẽ được phơi bày vì những gia đình vẫn còn đang đau khổ.
Xin thành kính phân ưu.
"
587,보이는것은 보이지않을수있어서 보고있거나 안보일수 있네요,"Những gì bạn thấy có thể không phải là những gì nó thể hiện, vì vậy bạn có thể đang nhìn hoặc không nhìn thấy gì cả.
"
588,전지현도 나락...가자,"Jeon Ji-hyun cũng xuống dốc... đi thôi.
"
589,부모가 자식을 괴물로 키운겁니다 김수현 부모가 문제인가요?,"Cha mẹ đã nuôi dạy con cái thành quái vật. Vấn đề là ở bố mẹ của Kim Soo-hyun à?
"
590,"최우식이 몇수앞을 내다본거냐,,.","Có phải Choi Woo-shik đã nhìn trước được mấy nước cờ rồi không vậy...
"
591,ㅋㅋㅋㅋ진짜 아무리 인기많아도 내가 안좋아하는 연예인들은 꼭 뒤가 구리거나 스레기더라 ㅇㅇ,"ㅋㅋㅋㅋ Thật sự là dù có nổi tiếng đến đâu đi nữa, những người nổi tiếng mà tôi không thích kiểu gì cũng có phốt hoặc là rác rưởi. ㅇㅇ
"
592,느낌 쎼해서 좋아 할 수 없었는데 이런 인간이었네,"Có cảm giác không thích từ trước rồi, ai ngờ lại là loại người này.
"
593,오빠 나좀 살려줘하고  새론양은  죽었어요 김수현 생일날 김수현은 왜 조문도하지않았을까,"Anh ơi, cứu em với, và Saeron đã chết. Tại sao Kim Soo-hyun lại không đến viếng tang lễ vào ngày sinh nhật của Kim Soo-hyun?
"
594,"김세의씨의 용기에 감사드립니다. 김세의씨가 아니였다면, 가냘픈 어린 소녀의 영혼이 마지막 까지도 참 쓸쓸 했을것 같습니다. 감사합니다.","Tôi cảm ơn sự dũng cảm của Kim Se-eui. Nếu không có Kim Se-eui, linh hồn của cô bé nhỏ bé, yếu ớt có lẽ đã cô đơn đến phút cuối cùng. Cảm ơn bạn.
"
595,김새론 어린나이 때부터 또래 여자애들한테 시기 질투 다 받고… 마음이 상처투성이였을텐데. 가냘프고 예민한 사춘기 소녀의 인생에 진짜 넌 도대체 무슨 짓을 한거냐… 나중에 니가 서게될 하나님의 심판대가 정녕 두렵지 않나? 그리고 대중들을 기망하고… 세상이 그렇게 우습더냐? 내가 본 사건 중에 진짜 최악이다 이건 진짜.,"Kim Sae Ron từ nhỏ đã phải chịu sự đố kỵ, ghen ghét từ những bạn nữ đồng trang lứa... chắc hẳn trái tim đã đầy những vết thương. Mày đã làm cái quái gì với cuộc đời của một cô bé tuổi teen mỏng manh và nhạy cảm vậy hả... Mày không sợ cái ngày mà mày phải đứng trước tòa phán xét của Chúa sao? Còn nữa, mày lừa dối công chúng... Mày coi thường thế gian đến vậy à? Đây thật sự là vụ việc tồi tệ nhất trong số những vụ việc mà tao từng thấy. Thật sự là quá tệ.
"
596,900억이면 영혼도 팔 수 있지 ㅋㅋ,"900억 thì bán cả linh hồn cũng được chứ đùa à ㅋㅋ
"
597,가세연 화이팅,"Cố lên GaSeYeon!
"
598,Gente que ódio eu não entendo coreano😭😭😭😭,"Mọi người ơi, ghét thật sự, tôi không hiểu tiếng Hàn 😭😭😭😭
"
599,Tamat riwayatmu Ksh,Hết phim mày rồi Ksh
600,정말 안타깝고 가슴이 아프네요 삼가 고인의 명복을 빕니다,"Thật đau lòng và xót xa. Xin thành kính phân ưu.
"
601,I need an English translation.  Reached the U.S!!!,"Đã đến được Mỹ rồi!!!
"
602,@KoreaRoemit He has an English translation,"@KoreaRoemit Anh ấy có bản dịch tiếng Anh đó.
"
603,Kim so hyun ternyata kamu bukan manusia 🤧🤧🤮👽👽 BOIKOT 👽👽,"Kim So Hyun, hóa ra cậu không phải là người à 🤧🤧🤮👽👽 TẨY CHAY 👽👽
"
604,저날 존나 뉴진스중에 한명 열라 꼬셨겠구만.<br>순수한  뉴진수야  늑대는 걸러라,"Chắc hôm đó gã này tán tỉnh được một em trong NewJeans rồi.
NewJeans ngây thơ ơi, tránh xa lũ sói đi nhé.
"
605,우와.. 외국에서도 관심 많나보다.. 댓글에 외국인들 엄청 몰려왔네,"Woah... Có vẻ như ở nước ngoài cũng quan tâm nhiều ghê. Nhiều người nước ngoài đổ xô vào bình luận quá trời.
"
606,일반인은 의제강간이고 징역이다 김수현은 연예인이라 봐주는거냐,"Người bình thường thì là cưỡng hiếp khi không có khả năng kháng cự và phải ngồi tù. Kim Soo-hyun là người nổi tiếng nên được châm chước à?
"
607,Pity of her 😢😢please help her 😢,"Thương cô ấy quá 😢😢 Xin hãy giúp cô ấy 😢
"
