ID,Comment Text,Token Count,Label
1466,ảnh cùng gu với nhà hiền triết nào đó,9,Không liên quan
1467,Cho vay thì phải có nghĩa vụ trả chứ còn phải đòi mới trả,14,Không liên quan
1468,Đứa nào đợt cái ảnh IG bảo 2 người này không có gì đâu ra đây tao coi =,19,Không ủng hộ
1469,tao không tin Kim soo hyun tao cũng không tin cái tâm thư này,14,Không ủng hộ
1470,Rồi luôn đang thích ổng lắm luôn thấy ổng dễ thươnh,12,Trung lập
1471,"12 tỷ mà nói như 12tr vậy , phải tao tao cũng đòi",14,Trung lập
1472,Ê cho mượn thì phải trả chứ,7,Không ủng hộ
1473,"ngộ ha, sao gia đình không bỏ 700 chẹo cho con trả nợ đi, giờ người ta đòi thì lên phốt",24,Không ủng hộ
1474,"không biết tiếng Hàn nhưng vẫn coi live, cái thumbnail kim soo hyun hôn má bả chấn động thì th nhé luôn",26,Không ủng hộ
1475,Nói tóm lại 2 ông bà đều không phải của vừa,11,Không ủng hộ
1476,Thì mượn thì phải trả thôi chứ sao nữa trời,10,Trung lập
1477,"Mượn thì trả chứ sao nữa , cho mượn rõ mà",11,Không ủng hộ
1478,"Cho mượn . Giờ đòi lại cũng phốt hả trời . Tiền người ta làm lòi lìa ra, người ta nghèo hay giàu, số tiền ít hay nhiều thì mượn cũng phải trả mà",37,Ủng hộ
1479,Ê nhưng tao không hiểu là ông kia cho mượn xong ổng đòi tiền của ổng thì có gì mà chỉ trích? Cho mượn chứ cho không đâu trời?,34,Trung lập
1480,Nói chung là gia đình muốn tạo áp lực để quỵt nợ ấy mà chứ gì nổi nữa,18,Không ủng hộ
1481,700 trời won là bao nhiêu tiền việt vậy mọi người,11,Trung lập
1482,12 tỷ á,3,Không liên quan
1483,"Thực sự mấy ông Hàn ối dồi ôi lắm, đa số cọc tính và khó chịu, nhưng mà có nợ thì trả, không có gì sai",32,Trung lập
1484,Tiền này cho bà ấy vay lúc bà ấy gây ra tai nạn để đền bù thì đến lúc cũng phải trả chứ,23,Trung lập
1485,Không biết chuyện nợ nần thế nào nhưng mà cứ 1 người bảo từng yêu nhau còn 1 người thì chối cứ kiểu gì ấy nhỉ,26,Trung lập
1486,"Có từ mượn là phải trả nếu cho rồi mà đòi thì mới đáng lên án , còn có nợ thì phải có trả thôi",25,Trung lập
1487,Ê không phải ý gì nhưng mà bộ nợ người ta không tính trả hay gì nếu ông kia nói cho rồi đòi lại mới bị chửi chứ bộ tiền mình làm ra hết yêu rồi giờ nói trả tiền cũng bị chửi hả,44,Trung lập
1488,ê nha. HQ tao mê có mỗi ổng hoy á bây. đừng có giỡn dị nha,20,Ủng hộ
1489,Ụa người nhà Kim soo hyun đòi tiền mà..vậy ruốc cuộc là ai đòi dị...mỗi bài báo khác nhau là seo dị,27,Trung lập
1490,"Bao giờ sự thật phơi bày mới tin, còn đâu chả tin mấy báo lá cải",17,Trung lập
1491,"tao tin tin hẹn hò là thật má kề má mà, không ai thân thiết đến mức vậy trừ yêu nhau, showbiz hàn nên không có gì lạ mấy vụ này nữa",35,Không ủng hộ
1492,có vay có trả đó là quy luật mà,9,Trung lập
1493,Trước khi tự sát sao không nói rõ ràng khổ ghê á,12,Trung lập
1494,700 triệu won chứ có phải 700 triệu đồng đâu mà cho luôn người ta đòi là hiển nhiên,19,Trung lập
1495,"Trời ơi trời ơi cứu tao, đọc tin tuc mà không bình thường có lên tin hay không",21,Trung lập
1496,"Từ lúc bả mất là tao đã chờ ngày này rồi, nhìn ổng vậy chứ không đơn giản",21,Không ủng hộ
1497,Ê ảnh còn cứu được không mấy bà,8,Trung lập
1498,Rồi lại ép thêm 1 người nữa chết theo hay gì,11,Không ủng hộ
1499,Ụa nhg đi là buồn thật nhg nợ thì vẫn phải trả chứ nhỉ,17,Trung lập
1500,"anh này được trả cát-xê cao nhất luôn qaya nhỉ, 10 tỉ 1 tập phim nè",19,Trung lập
1501,"bà này mất tao cũng không thương nổi từ đầu rồi tại lúc mất,mất đúng sn Kim Soo Hyun giờ thêm cái này nữa là í gì má??",34,Không ủng hộ
1502,700 triệu won đâu ít . vay ra vay cho ra cho . đổi với ngf hàn có người cả đời không kiếm nổi 100-200 triệu để mua nhà ấy chứ,32,Không ủng hộ
1503,"Haizz yêu đương thà anh cho em lấy, chứ vay mượn khó lắm. Thanh công thì có tiền trả không có thì lại thành đào mỏ",32,Trung lập
1504,Ủa vậy là chia tay rồi mà. Chia tay là xong chứ không yêu nữa cứ bắt nta phải quay lại à ? Tiền nợ thì phải trả vì nta giúp đỡ mình lúc khó khăn chứ nhỉ,42,Trung lập
1505,Dạy là chồng tao cũng không phải dạng vừa,9,Không liên quan
1506,Ý là yêu thì yêu nhưng mà mượn thì phải trả chứ má. Tố cái gì vậy????,23,Không ủng hộ
1507,Mượn 12 tỏi phải đòi thôi,6,Trung lập
1508,"vậy mà phủ nhận chôi chối đó= bởi bả mất rồi mà , chả nhẽ nhận",18,Không ủng hộ
1509,mất đúng sinh nhật kim soo hyun,7,Không liên quan
1510,Ụa quen rồi chia tay từ năm 21 mà. Mượn thì trả chứ là bình thường mà ta,20,Trung lập
1511,ê chia tay đúng sinh nhật tao ln má,10,Không liên quan
1512,Đúng là không có bông tuyết nào trong sach cả. Trích lời của hiền triết,17,Không liên quan
1513,"giờ người nào tự sát, người nào bị thương, người đó là nạn nhân luôn.",21,Trung lập
1514,Chia tay từ 2021.nợ thì trả chứ có gì đâu,12,Trung lập
1515,Mới cày xong phim sốc vậy,6,Không liên quan
1516,"ủa chia tay thì thôi chứ , mượn thì trả chứ mắc gì tố",14,Trung lập
1517,"Mẹ tao cho chiếc vòng 300 ngàn,gần 20 năm sau bả đòi tao trả $300 đó,nên tính ra anh bạn này quá tốt",29,Không liên quan
1518,"Không ai hoàn hảo cả, chỉ giỏi che giấu thôi",11,Trung lập
1519,phía ổng phủ nhận hẹn hò rồi các mom nghe là sẽ khởi kiện anh,15,Trung lập
1520,thật vọng quá à đúng là không tin ai được,10,Không ủng hộ
1521,"đi đòi tiền mà bị chửi,đúng là đời",12,Trung lập
1522,12tỷ có phải lá mít đâu mà mọi người cứ nói Kim soo hyun này lọ,17,Trung lập
1523,"Tao hk phải fan , nhưng giờ tao cho người ta mượn tiền , tao đòi , cái người ta chết . Tao mang tội ủa",27,Trung lập
1524,Hàn quốc nó mà tẩy chay thì không ngốc đầu nổi đâu,12,Không ủng hộ
1525,Đọc comment của fan Kim soo hyun mà chán,9,Không ủng hộ
1526,binh được tao cũng lạy xã hội thời chừ luôn đó,11,Không ủng hộ
1527,Ê! Ý là tao vừa lướt phải cái bài chỉ trích Kim searon của chính kênh này trước đó ý,23,Không liên quan
1528,"Kris Wu prime "" không có bông tuyết nào trong sạch cả """,15,Không liên quan
1529,cho mượn chứ cho luôn đâu...may là chưa lấy lãi ý chứ,15,Trung lập
1530,12 tỷ đó : không phải 12 triệuu,10,Không liên quan
1531,Không có bông tuyết nào là trong sạch cả,9,Không ủng hộ
1532,ê tao thấy 50/50 =,5,Trung lập
1533,Trời cái tin gì thế này! Anh tao cả đời trong sạch mà,14,Ủng hộ
1534,Dị tính ra ổng người đầu tiên hái trái ngọt luôn,11,Không liên quan
1535,12 tỉ chứ ít đâu mượn đòi là đúng mà,10,Trung lập
1536,Ê cho mượn thì phải trả chứ tố đòi lại là sao??,14,Không ủng hộ
1537,ý là nợ thì phải trả chứ nhỉ kỉu 12 tỉ chứ 12tr hay gì:,19,Trung lập
1538,"Thì cho mượn mà, chuyện nào ra chuyện đó. Mượn thì phải trả thôi",16,Trung lập
1539,"Tao biết ngay mà, thực hư thế nào không biết. Nhưng mà tao biết thể nào cũng có drama này",22,Trung lập
1540,"Chắc có quen thật rồi, còn chi tiết sự tình thì còn phải xem nữa",18,Trung lập
1541,Theo vụ nầy tới cùng không,6,Trung lập
1542,"Nói chung người thân cha mẹ và gia đình kim saeron quá hãm lúc con gái 15 tuổi thì không nghiêm khắc để con hẹn hò , lúc con khó khăn gây ra tai nạn thì bỏ bê giờ bả mất rồi giờ đòi kiện Kim Soo Hyun làm cha làm mẹ mà để con là một diễn vien nỗi tiếng ra đi thì biết là không thèm quan tâm con rồi",74,Không ủng hộ
1543,"Cho mượn đòi lại thì có gì mà tố. Nợ thì phải trả chứ, ở đâu có cái kiểu chủ nợ giàu thì con nợ không phải trả vậy. 12 tỷ chứ có phải 1tr2 đâu",41,Ủng hộ
1544,"Klq nhưng mà thật sự mấy bạn vẫn nghĩ tiền mà người yêu cho mượn là mình khỏi trả, mặc định họ cho tặng mình luôn hả? Tao người ngoài cuộc nhưng thấy chia tay mấy năm rồi mới đòi cũng tử tế rồi á",49,Trung lập
1545,thế mà tao lên thuyền đẩy lão với vợ quốc dân của tao bây ơi,15,Không ủng hộ
1546,đúng là không có bông tuyết nào trong sạch,9,Không ủng hộ
1547,Cứ kêu yêu trẻ vị thành niên. Giới trẻ bâyh chúng nó yêu nhau từ hồi cấp 2 í.,25,Không liên quan
1548,Nghe sốc dữ bây ơi,5,Trung lập
1549,"ê ý là mượn thì phải trả chứ, 12 tỉ chứ đâu phải ít, mà để ý, bả tự sát ngay ngày sn của Kim Soo Hyun",31,Không ủng hộ
1550,quen 6 năm mà đứt rồi cũng kéo theo ổng,10,Không ủng hộ
1551,Nhưng mà ý là mượn thì trả chớ sao,9,Trung lập
1552,Kim Soohyun lên tiếng đây là tin đồn hh là sai sự thật và sẽ kiện người tung tin,21,Trung lập
1553,Sao giống diễn viên nữ chính phim thiên thần đáng yêu thế nhỉ,13,Không liên quan
1554,sao phải mượn nợ nhiều thế????,10,Trung lập
1555,Sợ ong kia không chịu nổi lại ra đi thi tội,11,Không ủng hộ
1556,Có phải vợ đâu mà cho không,7,Không liên quan
1557,27 tuổi yêu con bé 15 tuổi á???? Sốc vậy,14,Không ủng hộ
1558,bả tự sát vào snh của ảnh là mới chính là vấn đề suy ngẫm ấy,17,Trung lập
1559,tin chuẩn không vậy,4,Trung lập
1560,cho với mượn rõ ràng chứ,6,Trung lập
1561,700 triệu w bằng 14 tỏi nhỉ,7,Không liên quan
1562,Tao Vừa xem Tin nhắn Của kimsooHyun với kimsare ron dịch sang Tiếng việt bên,20,Không liên quan
1563,Mượn thì phải trả là đúng rồi. Mà đòi lúc nhà gái vẫn bình thường chứ có khó khăn sau này đâu. Không lẽ nthe cũng có tội à :,34,Ủng hộ
1564,Tao nghỉ tâm lý bất ổn do gia đình không là chổ dựa . Giờ đi đổ lỗi cho người yêu cũ làm gì,25,Không ủng hộ
1565,"thật sự ổng chỉ sai nếu sự thật là ổng quen Kim sae ron khi chưa đủ tuổi thôi, tui vẫn mong không phải là sự thật",30,Trung lập
1566,Đã cho vay tiền giờ còn bị tố vừa mất tiền vừa mất tiếng khổ thế chứ !!!,20,Ủng hộ
1567,"chỉ có người trong cuộc mới biết,người ngoài cứ nhặng hết lên",15,Trung lập
1568,Người tồi thì bây giờ phải trả giá thôi ạ chỉ là đến sớm hay muộn hhh,19,Không ủng hộ
1569,Nhưng tiền mượn thì trả là đúng mà. Còn chuyện tự sát thì chưa biết sao. Chứ kia đâu có gì lạ đâu ạ,26,Trung lập
1570,Vay là phải trả. cho nó khác thế nào cũng dk. chứ vay một đồng cũng phải trả.,21,Trung lập
1571,Mượn thì phải trả là đúng oy,7,Trung lập
1572,"không ai để ý cái age gap của hai người ngày hở, 12t lận í, 2015 là Kim Sae Ron mới 15 tuổi thôi í",31,Không ủng hộ
1573,có bằng chứng hay nói nha mấy bà thơ,9,Trung lập
1574,nhìn mặt ông này tôi không thấy bình thường mà sao hót quá vậy .,15,Không ủng hộ
1575,12 tỷ chứ có phải 12k đâu mà không đời trời ơi,13,Trung lập
1576,: 12 tỉ mà nói như 12 triệu dị,9,Không liên quan
1577,ủa thì cho mượn đòi lại đúng rồi,8,Trung lập
1578,có vay có trả chứ giờ người mất xong lại đổi trắng thay đen =,15,Không ủng hộ
1579,700 triệu won bên Hàn khác gì vn giá trị đồng tiền khác nhau tính bằng tiền vn thì nhiều thôi người hàn nó lại nghĩ khác :,28,Trung lập
1580,700 triệu won tao giàu thì tao cũng đòi,9,Ủng hộ
1581,"12 tỏi so với ảnh chỉ là đầu móng tay, tao nghĩ nếu quen nhau thật thì chắc là lý do gì đó dữ dội 2 người mới cạch mặt nhau nên ổng mới đòi nợ chăng",38,Trung lập
1582,thiếu thì trả ủa rồi mắc gì chia tay không được đòi tiền mượn ví dụ có hẹn hò thì chia tay từ 2021 rồi mà,26,Trung lập
1583,sau dụ này tụi fan cp tha c KJW tao,11,Trung lập
1584,"Chắc bị đòi tiền xong ức quá không có tiền trả nên ức quá tự sát đùng ngày sn cung hơi quá nhi, huhu",26,Trung lập
1585,Ví dụ cho đòi lại thì tệ. Chứ cho mượn đòi lại là sai hả,16,Trung lập
1586,16 tuổi còn là trẻ vị thành niên đó,9,Không ủng hộ
1587,Sao lúc đầu điều tra lại bảo là không có di thư ta?,14,Trung lập
1588,có vay có trả .. mặc gì định lấy lun của người ta 12 tỷ,16,Không ủng hộ
1589,Kêu dàn hậu cung của anh ra đòi thì kiểu gì cũng trả,14,Không ủng hộ
1590,Tao sợ là muốn mượn thêm nữa nhưng không chịu thì có,12,Không ủng hộ
1591,"Mượn mà, phải tiền chu cấp thì khác, ủa chứ không lẽ đem 12t cho liền lượt khi la người yêu thui , dễ quá trời zị, con kho khan hay cv mượn la khác.",43,Trung lập
1592,phía ông ý đã phủ nhận rồi mà.bình tĩnh mấy má oi chưa có gì là chính xác mà,21,Trung lập
1593,Ai rồi củng sẽ đòi quà thui chồng tao chia tay nó đòi cả tiền cho con nó mà,19,Không liên quan
1594,12 tỉiiii đóooooo trời owiiiiiiiiii,18,Không liên quan
1595,Rồi xong. Vì sao đưa anh đi luôn,9,Không liên quan
